requested_amount,term_months,annual_revenue,existing_debt,defaulted
37840.29,36,99847.18,34776.13,1
381568.13,60,1135519.28,1527336.28,0
630485.82,60,1187443.2,501377.85,1
154635.6,12,365930.46,450651.61,1
824773.54,48,3784452.13,3002999.28,0
242680.99,6,670521.45,227467.77,1
655758.3,60,2407901.4,3207521.54,1
411145.17,24,1575047.67,912609.66,0
600083.16,6,2542193.78,3590557.01,1
116376.05,36,249021.48,44236.7,0
26743.67,12,68646.88,54680.01,1
910468.78,6,2794390.02,1726097.74,0
276933.71,24,769029.33,153597.6,0
821480.23,24,4058250.6,218967.13,0
999356.8,12,4419448.39,2463989.36,0
219316.95,12,697187.45,169007.42,1
272519.03,6,1247439.56,220877.45,1
666231.19,36,1810007.11,1064193.56,0
965794.15,48,4105010.62,2230699.95,0
916656.2,24,2092601.98,805924.09,1
507846.76,12,2134544.51,3190378.35,0
797159.18,48,2469269.84,1342568.42,0
144388.39,48,270908.37,193627.87,0
977663.8,48,2401551.53,366098.17,0
964709.7,36,2805338.36,665753.72,0
172091.67,12,709452.24,59321.63,0
306428.89,24,537917.38,131071.1,0
109153.45,12,415701.58,323175.83,0
279000.42,6,1117689.0,860939.07,1
817796.23,24,3098404.85,1884787.82,0
384532.45,12,1600556.23,667173.63,1
97513.0,24,207077.65,129345.64,0
348803.27,6,1239947.4,549035.76,0
981569.5,60,4705651.36,13207.84,0
633386.76,24,2304099.48,924491.48,0
421999.34,60,1535941.38,735929.04,0
174873.13,48,713051.96,151593.91,0
986315.03,36,2629727.74,427685.38,0
822640.52,6,3250800.29,4147573.37,1
288662.53,24,1358682.11,677849.49,0
79368.01,6,122078.65,136434.87,1
66059.3,48,300265.65,173031.88,0
129174.37,60,292601.15,98940.11,0
584960.9,36,1810881.86,511896.98,0
929475.79,6,4167041.94,2691013.32,1
501775.99,60,2199631.62,890522.18,0
844516.03,48,3903138.73,1181559.91,0
451427.75,48,2162997.45,1519557.13,0
711497.71,48,2180775.59,642459.34,0
734554.01,60,2789302.36,1916809.21,0
182224.07,24,522377.1,510533.31,1
367603.9,12,1002642.77,166845.45,1
640929.13,6,1929570.94,945980.93,1
79989.64,12,328018.83,74873.19,1
367924.79,48,1197610.87,140987.67,0
539451.47,12,2346187.11,162411.28,0
996262.25,60,4092909.0,791396.16,0
479788.23,48,754070.98,444331.58,1
817896.19,48,3030987.14,2031971.89,0
437746.61,36,1325496.27,913766.21,1
798426.82,36,2473687.14,534609.85,0
599460.65,60,2616229.52,1383405.52,0
887729.49,60,3033041.39,558938.72,0
416833.13,12,1917297.5,955216.2,1
608261.38,6,2429894.47,1724663.27,0
633718.49,12,2176785.01,71213.4,1
423209.11,60,259181.73,204281.99,0
152868.92,6,249821.7,165299.6,1
102623.81,12,163663.71,99725.16,0
26504.84,24,47489.32,64631.92,1
874798.92,24,2651934.24,2413311.31,0
244110.16,6,567330.44,451411.38,1
219391.68,36,1084873.11,668447.86,0
738675.05,6,2510029.26,3200409.47,1
326815.95,12,1247932.03,612906.2,1
510984.25,48,1265130.82,341001.35,0
170885.95,24,135460.92,105124.77,0
960148.26,48,2567548.5,1848921.94,1
853065.59,24,3365834.24,1528412.48,1
865151.73,12,2732124.7,1707629.86,0
412706.01,24,1366838.06,994715.79,0
764737.6,6,2731650.69,532344.66,1
152437.39,48,638840.83,296157.34,0
18532.81,60,33661.03,12972.05,0
29773.2,48,125614.88,77538.68,0
590735.72,12,2050634.34,621887.71,1
460840.96,60,1770474.49,1004184.29,0
522835.2,48,1383647.37,446080.26,0
17388.51,12,50997.96,4531.67,0
428459.75,36,989348.0,84784.3,0
720887.48,6,3552209.1,338330.37,1
448266.76,24,1452164.83,1257782.71,1
734897.01,24,3664394.33,1562419.09,0
240688.77,24,773634.1,415845.46,0
815010.58,36,1849364.49,187493.6,0
592546.93,6,1941233.15,950207.23,1
218655.47,48,358285.46,171329.26,1
244353.27,48,1140322.01,134187.67,0
631750.16,6,2757542.62,891419.99,1
831640.2,60,3360135.63,2029886.72,0
421471.5,6,336160.54,4506.17,1
265717.42,24,937828.33,110249.51,0
868341.49,48,4331763.85,3450954.68,1
672575.61,6,1663273.44,976068.6,0
453604.63,48,1918246.48,712253.02,0
493021.19,6,1742788.84,878088.7,0
212213.9,12,1043154.81,706191.58,0
630534.6,24,318073.44,214331.77,1
365155.09,6,1823890.48,473775.89,0
995688.72,36,3543793.04,1392828.1,1
485381.68,6,1075559.13,549012.79,1
491026.75,12,1602173.45,92153.06,0
570193.27,36,2274437.65,1720924.32,0
917588.44,36,3863287.15,1337444.75,0
802809.92,6,1205647.86,357703.5,1
456618.77,12,1492045.12,1082747.73,1
721512.27,36,1676304.63,158627.57,0
590373.14,24,2693395.27,84595.88,0
497443.38,60,1012381.37,554786.94,0
200392.62,24,768024.13,236553.26,0
469296.9,48,1140962.91,697790.83,1
253360.4,48,696208.41,38177.07,0
915693.73,12,4387965.36,1347130.44,0
342052.75,36,800939.92,150785.09,0
952741.37,24,1745907.77,1033027.83,1
537724.74,24,936983.83,170283.78,0
635228.93,60,2074754.8,760099.43,0
547511.04,12,2050970.98,1343595.27,0
138086.81,36,365312.49,520250.86,1
382063.01,12,1496124.02,864886.31,0
108154.65,6,185335.76,223668.15,1
626724.5,24,2820680.94,1290711.72,0
452405.45,12,1971576.27,1087821.07,1
780205.12,12,3861420.01,2702785.88,1
228265.78,60,1090600.81,775263.61,0
172920.4,6,474958.75,353737.68,0
412268.91,48,1194534.26,774737.75,0
927319.53,24,3812096.5,447686.32,0
713317.6,60,1404729.0,840184.75,0
424734.39,12,1103906.55,719387.09,1
522099.45,24,999764.73,702131.91,0
93370.88,48,288712.34,213604.84,1
984730.14,12,3379608.59,1376608.7,0
669743.23,6,1499596.38,785899.71,1
292550.03,24,466093.9,3561.99,1
589950.31,60,2370270.15,1086121.43,0
118387.54,6,185870.58,70362.93,0
966178.3,48,4740949.12,3649795.2,1
183037.14,48,416523.96,300466.82,0
651550.01,24,2491299.41,1589656.16,1
252999.92,48,764472.41,34856.39,0
720385.77,36,1231037.35,1434823.28,1
779053.15,60,2456076.17,1367626.17,0
676685.53,24,2238923.85,53126.52,0
618354.47,36,2777271.84,523935.2,0
893544.4,48,3630669.04,2577795.9,1
87840.44,24,156141.53,16211.33,0
337605.62,36,753559.17,30970.38,0
255804.6,48,662944.97,307917.13,0
988133.82,12,1884793.03,1427111.93,1
395495.88,12,1225699.77,818399.48,1
735286.57,6,3636052.51,2835459.21,0
687877.91,12,2270784.56,1368870.99,0
219960.43,36,901087.17,315286.63,0
246607.7,60,959373.57,726527.03,1
288471.72,12,1290821.53,440565.94,0
417016.01,24,940384.54,263378.85,0
241981.81,24,1001415.57,359064.3,0
29454.97,24,135043.48,87937.5,0
880599.13,12,1849508.6,1357825.69,0
965953.73,12,2621412.74,750105.95,0
348154.68,6,1704341.16,630261.89,0
345121.81,60,1460816.92,1049833.4,0
17020.89,60,42366.15,34645.97,0
683448.18,48,2374159.69,1488823.56,0
827185.5,6,2411362.72,876227.02,0
155142.22,36,498763.33,150234.84,0
168069.69,24,461028.89,164834.9,0
792182.42,12,1962757.56,657430.63,0
620127.84,48,2394729.48,3046549.58,1
54411.95,48,229884.85,170656.86,1
626321.52,12,2855305.82,1122605.34,1
315828.55,6,645444.56,429986.79,0
375037.9,48,1642663.88,961871.08,0
772034.1,60,1846553.39,488495.78,0
812825.84,6,2434963.97,1144070.38,0
406353.06,12,1891594.99,1009076.15,0
947681.41,6,2929058.26,55064.82,0
412398.09,60,903037.32,286050.11,0
774117.67,24,1594326.53,1266071.5,1
489038.49,12,1543133.17,786697.22,1
898557.0,60,3746401.76,1001770.06,0
908683.63,12,4534529.41,906993.09,1
96542.64,60,410878.74,68857.23,0
937128.4,60,4282247.45,1375942.32,0
827279.49,48,3406251.54,4654552.93,1
793397.61,48,3676622.66,397622.86,0
208902.23,48,369135.96,107511.08,0
807068.02,24,3837415.22,1863447.89,1
851631.41,24,2459018.88,3652150.49,1
296258.83,60,1400015.48,49665.02,0
952737.48,36,1681643.51,46592.04,0
59361.54,12,237645.04,50834.03,0
158410.16,48,645507.24,98185.42,0
542205.33,12,2705164.39,1167019.52,1
580034.55,60,2430921.0,886255.82,0
648698.58,6,1841660.44,478487.86,1
26799.44,60,92467.98,61660.82,0
960763.11,24,2673734.83,1080075.49,0
54142.21,36,118358.4,8666.67,0
151631.33,6,359329.58,85021.5,1
23874.37,12,54362.82,42330.77,0
571189.85,24,1953956.89,1527177.25,0
932944.22,48,4358306.97,887949.73,0
669287.69,6,3141999.97,420364.73,0
824430.89,24,1394667.66,553056.18,1
23148.39,12,41195.98,15867.54,0
546595.15,60,270187.25,88651.18,1
464967.35,12,1112531.14,1547517.74,1
503978.26,6,923344.68,171517.09,1
81491.05,6,233033.57,21425.92,1
687591.01,60,2445787.95,1116182.21,0
508188.21,6,1790635.56,1335954.51,1
767497.36,36,2611029.0,287733.88,0
490437.73,48,1316997.81,742591.56,0
157887.82,24,627224.35,219727.57,0
651774.38,60,2863045.27,673334.63,0
180662.5,12,489949.46,334384.32,0
873670.62,12,1572059.99,574105.86,1
616985.08,48,1565387.32,730487.38,0
165631.84,6,328081.94,297577.67,0
962714.68,6,3018837.9,196223.45,0
523181.81,12,1070311.24,509386.54,1
82169.47,48,37269.55,12488.01,0
630564.58,12,1433594.96,99499.07,1
260666.92,6,1064970.05,507617.32,0
805656.52,60,1286221.65,10156.97,0
819643.85,24,2820896.16,470571.49,0
979157.88,6,2049582.05,1280692.88,0
506850.84,60,762035.81,23121.64,0
460407.31,24,2091262.23,1081905.48,0
755940.85,36,2910634.78,2211400.05,0
141145.95,48,260597.75,35689.9,0
551446.36,60,2108870.55,703707.93,0
550785.12,36,2005279.55,923227.01,0
98578.39,6,311187.18,112130.91,0
423804.24,48,1257598.12,624148.65,0
854751.95,60,3935914.06,1272394.5,0
857592.09,6,2022217.64,240246.14,1
108245.29,48,313271.09,22316.02,0
99813.67,48,264696.27,157641.06,1
270068.52,6,1134072.7,216493.53,0
876018.4,6,4123969.25,2795887.22,0
137613.56,60,615715.54,365994.74,0
722796.83,48,3102217.8,122731.64,0
110153.96,60,545676.81,87836.99,0
626906.48,48,2470015.25,576981.05,0
362506.63,60,1496676.87,711798.27,0
791024.82,6,3907511.44,2531526.61,0
241353.54,6,367935.69,17759.01,0
642809.81,12,2390718.52,477395.8,1
243325.71,60,63022.87,18967.86,1
716523.68,12,3376542.38,495344.59,1
874941.25,12,4019003.32,5203185.64,1
135533.78,36,602700.07,230473.7,0
867929.73,48,4174975.87,1057089.33,0
597639.5,24,2020515.85,835502.52,1
135839.39,36,207049.16,58938.04,0
433266.44,48,666662.91,183035.8,0
169251.69,24,576511.32,122402.82,0
703344.41,12,2126528.65,919405.4,0
761279.45,24,2344251.73,2589829.06,0
114738.56,6,332904.36,52285.9,0
511078.45,6,2408222.27,24980.51,1
816478.81,60,2251110.65,271807.28,0
936801.41,48,4212603.24,144356.14,0
518382.69,36,2415677.22,3500793.38,1
950776.43,12,3088365.43,556145.07,0
540332.08,48,1655730.48,556928.57,0
400248.59,12,1666463.87,1565696.68,1
849721.1,6,3380105.8,1454837.59,1
498052.88,36,1319776.83,764274.13,1
477183.49,36,887045.19,340138.5,0
495409.36,6,1202350.29,59605.85,0
848317.15,24,1661513.78,23275.12,1
833622.13,36,2110366.91,3009992.05,1
409484.79,24,989469.01,336393.75,0
339966.86,12,1268752.92,1080635.62,1
497008.74,36,2405888.15,630792.7,0
577044.78,60,2250534.11,1597025.29,0
245953.84,6,1166626.19,84014.84,1
796015.53,24,3378658.39,2563770.61,0
491617.94,60,1989858.85,1363724.73,0
340705.09,12,1004813.17,668627.73,0
115752.78,12,305214.7,210881.02,0
246456.71,36,1099682.64,70423.91,0
949788.36,36,4434444.38,536277.2,0
312048.69,60,961605.73,103370.64,0
177170.7,48,271376.05,24150.69,0
466066.06,48,1991900.49,522214.51,0
314016.87,36,784332.79,520933.06,0
44807.66,48,68762.17,13860.37,0
329913.77,6,1424389.49,278293.43,0
548667.54,60,1816610.61,982261.35,0
556195.25,6,2168181.24,168120.95,1
362993.33,48,1706582.06,491877.9,0
452829.73,36,1536953.19,363245.12,0
965862.74,6,3149851.53,2135097.54,0
383574.99,12,965580.01,397433.72,1
265644.55,36,682222.6,352831.1,0
251032.37,60,1076401.0,111114.15,0
463186.97,24,1422726.19,1057277.07,0
761924.95,24,1578968.87,407313.53,0
213928.3,36,391670.77,221478.49,1
712203.17,48,2247157.98,1716156.67,1
30938.33,6,15475.96,6297.46,0
424743.65,6,1608548.36,653116.01,0
778106.41,36,2450051.8,229813.73,0
345345.63,12,691438.92,215881.37,1
568099.73,60,1861838.98,1269721.96,0
212929.44,48,995181.72,1393478.02,1
744575.44,12,1532369.72,1124764.44,0
61756.31,36,241722.92,129043.18,0
854017.22,36,3056106.96,1029198.63,0
206214.42,12,849613.73,371450.05,1
875654.05,24,1775039.16,213709.9,1
359003.95,36,1721646.05,299543.4,0
725456.74,60,2664880.09,610595.29,0
326033.04,48,1455655.68,448162.75,0
906852.55,12,2143004.73,1569574.37,1
135370.75,24,553388.2,162726.69,0
186734.59,12,790560.95,331298.95,0
498099.82,24,1440018.26,186656.5,0
91119.05,24,259127.73,152568.85,0
204020.38,60,775744.02,347707.61,0
944328.72,48,1725219.53,607149.55,1
976724.76,36,3979845.27,3015724.46,1
382496.74,24,631159.27,449714.03,0
924053.16,36,2002484.24,1711590.18,0
549376.43,48,2101091.89,1549450.06,0
277045.04,36,510907.85,230841.16,1
705374.73,60,3457357.08,2287213.61,0
662312.79,60,3006493.89,984831.59,0
989234.07,6,3652309.72,253453.32,1
272396.81,60,1189475.45,946012.27,1
675338.91,24,3110969.06,412219.63,0
61503.52,48,148110.61,29801.04,0
122509.58,60,547978.07,71501.66,0
13879.19,12,30281.31,8175.46,0
999466.07,48,2945124.59,681572.83,0
804250.96,24,2777809.4,1335797.98,0
788855.78,48,3154333.21,2514533.53,0
514628.81,60,826233.78,34707.8,0
307066.41,12,772819.5,481276.81,0
159751.64,6,579869.19,59374.86,0
291827.99,24,802757.63,12738.17,0
382211.51,24,1610099.5,822537.78,1
758747.0,48,2868657.43,2004193.78,1
544265.17,36,1262915.67,178120.12,0
86708.79,36,174349.82,47648.24,0
27848.72,12,103086.62,13916.71,0
111308.86,6,342456.81,248351.75,0
416393.73,6,870824.88,188349.27,0
933860.99,48,2467549.97,877881.03,0
641028.46,48,1641458.26,1174944.37,0
803807.64,36,1509922.03,667831.51,1
471710.85,60,1610506.49,1201888.53,1
368049.42,6,1535785.66,1138263.41,1
117316.37,60,412265.46,152241.73,0
877173.69,6,3852564.19,1794933.12,1
785328.43,60,1528633.87,2203529.96,1
176436.92,60,533658.43,422886.23,0
517137.96,6,1878737.83,418307.23,0
492501.06,12,1904011.79,1193140.59,0
628840.64,12,2474646.43,619590.21,0
946725.03,48,3835541.9,960549.37,0
583973.73,60,2207423.24,183415.55,0
544815.09,60,996901.73,446528.88,1
59819.7,60,235304.97,46088.21,0
72278.4,60,291769.06,34637.6,0
195473.32,60,972905.85,176420.28,0
42146.06,36,165497.82,33244.3,0
745919.37,24,2911999.39,1174312.57,0
726097.0,60,2397460.85,740188.3,0
144695.67,36,656589.91,39652.93,0
837718.11,12,4179310.03,1792183.71,0
163238.17,60,689951.76,434806.19,0
308163.83,12,1122872.36,1504693.96,1
256487.13,48,455608.83,355207.32,1
378584.03,24,1530837.45,121426.28,0
262117.13,6,1043217.13,685312.15,0
494061.42,24,2082216.18,842369.17,0
413333.8,60,800191.03,333900.63,0
986703.8,60,3737696.9,1552190.57,0
65367.09,24,165707.77,43126.29,0
150759.56,24,627302.89,162875.44,0
62297.63,48,145857.99,73727.66,0
629582.78,12,2451548.36,87795.02,1
63964.18,6,161987.71,76300.88,0
838075.34,24,1283495.64,744007.22,1
516819.24,6,1920889.3,547570.69,0
531737.55,24,1008409.31,175347.81,0
565978.56,12,2154974.77,367874.73,0
179105.57,6,848894.68,771893.55,1
205713.4,36,1006424.17,72236.55,0
325629.15,12,757325.75,100989.61,0
597561.45,6,2588867.04,39708.88,0
218016.6,24,596806.59,127112.84,1
125168.41,24,582233.35,142717.89,0
970415.72,12,4130296.48,3288447.07,1
31762.0,12,7956.67,6312.43,0
804670.43,24,2353644.49,3312501.21,1
790154.8,6,2118098.75,360978.52,1
304241.97,36,1292460.53,508615.65,0
144270.35,48,423577.75,50417.39,0
154172.36,12,600664.67,242206.93,1
700457.3,24,2527616.55,807603.22,1
646378.53,6,3176779.52,825004.28,1
784918.22,12,3753673.08,2470232.71,1
938106.36,6,186666.53,123665.49,0
695008.09,12,2802636.62,2214956.16,1
164293.02,24,723400.29,129105.61,0
251008.19,6,1166209.19,828733.9,1
843771.79,24,1466871.88,631160.86,0
217213.02,6,555473.6,262832.08,0
81797.09,12,214374.23,153713.73,1
706247.25,48,2133262.78,1608703.35,0
408501.09,48,285866.35,166216.71,1
920839.65,36,2980500.65,829395.68,0
653752.52,36,2498151.91,978612.02,1
99514.79,60,322504.92,158686.32,0
948378.0,24,707170.88,468792.08,1
265971.69,6,460808.11,242550.11,0
343840.37,36,1569959.88,458990.48,0
408237.81,12,1954129.14,653273.89,1
60712.05,48,222368.57,8972.61,0
501550.27,6,2299542.03,1700314.23,1
132085.31,60,72997.65,5145.98,0
406960.62,48,1746297.0,810185.12,0
357202.69,6,684764.23,477500.82,1
775111.68,36,2269554.76,764141.38,0
805138.81,36,2120224.26,1357156.38,1
161878.75,24,574600.18,369498.29,0
372885.68,60,952835.1,45618.72,0
379619.63,6,1416208.12,466945.03,1
159896.34,60,445448.1,246252.79,0
800468.97,12,3612329.42,3872052.0,1
710156.05,60,2640781.63,1151734.12,1
198477.97,36,447278.85,212710.76,0
373054.69,24,998463.34,120797.59,0
114746.97,36,512456.88,452666.77,0
631924.53,48,209400.68,4768.17,1
130158.21,36,83299.47,9971.02,1
986074.83,6,3718780.83,1523968.47,0
782875.25,24,2127333.36,976166.9,0
396336.16,6,1002304.51,117257.12,0
582778.29,12,1843556.27,2637695.16,1
912228.4,12,443557.21,132353.17,0
558558.29,36,1393456.06,1026308.18,1
182753.5,24,313837.96,97330.62,0
384916.32,60,170031.78,182873.96,0
844713.42,24,2215230.81,1343263.61,1
647770.89,24,3152322.68,1431913.07,0
654217.14,24,2331663.18,721301.25,0
868153.27,36,3694720.1,1052129.67,0
895033.33,6,1484699.53,179077.3,0
920594.65,36,1724161.86,470123.25,1
103900.7,60,452059.41,604105.27,1
548684.74,6,2020489.54,812078.25,0
743104.43,60,1611375.22,1155966.73,1
759357.58,48,2214881.98,1409251.08,0
610649.04,48,2067263.02,47168.65,0
175119.46,6,779742.93,549725.21,1
799446.35,36,1368206.04,495098.85,0
722910.22,60,2594183.58,396166.0,0
95274.41,60,382014.73,229945.96,0
469171.73,12,2309554.85,596555.34,1
182237.63,60,788188.73,976877.67,1
344102.28,36,848829.99,109545.52,0
27900.28,12,111141.52,43267.12,0
406326.57,36,1694980.15,126640.78,0
554378.15,24,2247490.18,1412526.23,0
623386.77,60,2724514.52,1025887.77,0
666855.44,24,3109583.54,1111928.41,0
837928.4,48,1545562.74,2292.32,0
223308.28,48,416843.65,272737.09,1
129277.0,6,554262.2,218528.76,1
853021.8,60,2033009.98,715447.96,0
165046.69,12,281387.27,171395.21,0
975012.48,24,2831730.83,142489.41,1
844112.85,36,3688409.5,4324255.56,1
505867.84,60,982889.87,452706.46,0
981607.21,6,3780608.05,1393010.59,1
106402.96,36,160951.02,239295.63,1
310035.1,24,584131.26,139853.41,0
641842.17,60,1750930.17,420504.17,1
356506.8,24,639076.94,507156.53,0
929088.83,60,4144345.51,1081498.85,0
74969.83,60,339182.01,55675.25,0
553917.71,24,2295710.54,1510829.43,0
594957.6,24,1397364.25,470823.72,1
656200.84,36,2186044.36,776244.58,0
263109.56,6,564280.51,247781.92,1
370920.76,24,921543.2,439162.66,1
845243.72,48,2794391.39,1320194.79,0
202993.34,6,826700.19,22816.74,0
828599.17,48,1517405.65,994012.91,0
567028.87,36,1439367.88,224371.91,1
764565.64,24,3626468.42,848135.6,0
716471.29,6,2150797.81,298409.47,1
215436.38,24,1031087.96,632738.8,0
573124.61,60,2848373.09,1329980.58,0
869045.92,24,2905489.39,1755603.97,1
437795.07,6,1098057.47,1447881.52,0
966924.86,24,4126563.43,343853.77,0
457692.95,24,941743.33,227148.32,1
151357.78,12,360559.06,146319.24,0
395540.33,12,1679891.3,409819.6,0
952185.38,6,2873467.65,476544.85,0
326523.64,6,720109.61,501087.97,1
869417.18,60,3285475.45,3088833.17,0
882438.17,60,3586816.88,990592.91,0
356684.66,24,691165.46,423000.1,1
92425.08,48,228237.35,114582.2,1
727312.33,6,1654249.09,5010.04,1
318397.18,24,900902.02,274063.06,1
785094.38,48,3275458.61,761183.82,0
448228.3,12,1792007.04,1981520.44,1
490414.07,60,1872809.77,1730380.56,1
780130.31,6,1187357.87,895139.45,0
388539.7,24,776108.67,743252.14,1
448696.07,12,1023718.67,694252.19,0
382428.56,36,937655.73,1111500.01,1
373667.11,12,752002.4,104921.66,0
530687.11,24,1558152.77,1107895.97,0
810711.45,60,1429391.34,566844.79,0
368150.63,48,1518649.94,1087538.18,0
529012.17,36,2252016.85,113553.63,0
674020.05,36,2365765.49,1734457.23,0
276745.05,60,502006.41,166844.97,0
284747.58,36,1314192.97,163349.44,0
934079.0,6,4558049.02,2491913.44,0
726299.23,24,1603866.59,1022500.47,0
581414.81,36,2306030.31,87398.05,0
651242.85,12,2895937.07,2287085.93,0
39006.45,48,132210.5,145659.93,1
621921.94,24,1636668.96,420822.93,0
514413.78,60,114254.91,13828.85,1
550292.18,12,1812079.48,1552452.29,1
365829.59,6,1061721.48,1474187.04,1
90659.16,36,431034.33,170397.6,0
201405.84,12,826487.17,516979.43,0
951237.27,24,2230228.81,1177793.45,0
414612.57,12,1471646.65,513233.71,0
472016.32,6,1845778.3,175635.29,0
62182.69,48,123777.6,94779.67,0
47190.57,36,129985.96,28115.5,0
720009.63,24,3362026.64,747269.72,0
542713.72,36,1891414.76,976729.94,1
513618.92,36,1160517.9,715352.17,1
250693.29,60,483774.57,380886.46,0
747303.22,36,2476409.02,1920037.69,0
176554.21,12,603268.09,440994.05,1
198035.4,12,528843.75,184170.29,1
466105.05,48,1727597.91,230350.52,0
293417.06,6,510662.0,238773.79,1
254988.35,24,512013.78,7068.45,1
648785.27,12,2213628.33,347537.59,0
654462.03,36,1123289.13,2273.0,1
826271.9,6,3786953.41,546944.87,1
423531.48,24,846009.34,321319.17,0
82354.24,24,317781.92,99993.08,1
280929.72,24,806046.94,238136.29,1
980205.41,24,2841867.51,1889166.36,1
600295.99,48,2507504.39,3673237.15,1
712639.71,24,2314737.49,1734074.97,0
17284.25,6,69824.81,24876.69,1
523023.67,12,1709329.9,372264.26,1
47153.37,6,168581.25,161168.19,1
573537.91,36,2387352.24,1283492.89,0
921563.14,60,3341201.44,2249941.23,0
968734.94,48,3540389.94,520407.2,0
545147.15,48,2323563.56,1633470.28,0
463622.76,36,2235498.01,941191.52,0
945566.92,6,2665086.55,307189.88,1
676873.73,6,2382534.65,1225315.32,0
74250.29,36,133795.76,55664.68,0
471068.32,60,1298176.47,29269.77,0
247842.57,24,729195.54,232901.09,0
475106.28,24,2101552.15,1319418.32,0
460910.92,12,1519564.96,675201.98,0
586323.35,6,2379729.52,536945.28,0
363202.79,6,568966.58,476876.73,1
172627.74,36,539586.73,102641.93,0
508682.24,36,2367718.37,478726.15,0
831900.86,24,1900975.56,539328.58,1
667372.11,6,1074687.76,769079.11,0
344984.19,6,1040793.35,422666.51,1
936167.79,48,3712384.02,2026008.51,0
913085.5,12,2822002.38,2204015.85,0
217254.92,12,675646.31,423385.0,1
49023.41,24,188461.56,26022.79,0
743895.62,60,1778178.95,1121467.49,1
829334.16,6,3426488.85,2051335.12,0
968185.92,48,1971127.16,366814.14,0
890938.03,6,2570469.47,669041.45,0
604529.42,36,2294810.83,1303687.98,1
534751.82,24,2352529.15,448661.36,0
37562.64,60,160405.95,26715.53,0
254189.88,12,1023342.94,575915.12,1
465018.6,6,1281980.64,903125.1,0
632218.86,60,1218959.12,1208954.29,1
561679.31,24,1268788.49,452610.08,0
745209.63,12,3373503.15,1638646.01,0
286969.26,6,1291551.01,698756.77,0
569303.08,48,2749997.45,2191628.97,1
97260.82,24,171758.75,93806.65,0
419528.87,6,1417517.49,1573880.12,1
752659.22,12,2837819.29,2246949.34,0
696466.84,12,2777022.8,134781.45,1
990736.31,48,3718749.86,221449.76,0
285112.21,24,1196057.09,536486.65,0
503207.41,24,1387921.78,398238.74,0
336235.11,60,715513.26,55350.68,0
446197.08,6,988791.38,242411.22,0
858380.63,60,1323558.91,714038.31,0
687366.98,12,1873849.38,1320111.84,1
883616.78,12,1609158.21,121426.4,0
211476.0,48,555169.0,239897.44,0
874627.51,48,3235015.62,766350.78,0
69164.65,24,320278.89,170984.39,0
889713.29,60,3949098.38,1735870.41,0
335783.04,12,800627.56,593560.3,1
321441.76,6,633012.36,19083.49,1
516967.69,36,1124793.98,422956.08,1
941283.29,6,4610832.22,711025.57,0
57303.55,48,196159.26,84235.76,0
358708.67,6,767190.96,523886.69,1
858006.27,12,3811788.56,2778996.73,1
402093.93,60,1159304.9,369337.53,0
207165.33,24,962754.78,625236.46,0
430546.24,60,1038636.81,233076.81,0
391696.98,36,1126628.68,5682.67,0
916262.04,24,2993718.7,2048276.13,0
764315.03,36,3534310.15,337631.92,0
510064.4,36,2316024.43,32630.23,0
988486.86,12,3469828.83,982093.87,1
470624.76,12,1071242.8,1480015.55,1
67655.45,48,196995.72,12169.63,0
269651.58,48,1325260.86,863203.52,0
441709.78,36,1602172.49,1917425.48,1
165333.6,60,699996.36,274355.8,0
948089.48,48,2914926.17,2928571.2,1
769180.41,12,2586004.12,1058206.86,1
275604.33,48,827182.13,761079.97,0
594896.49,36,2355923.06,1707917.4,0
724234.67,24,3244678.91,2519245.54,1
941866.14,60,3085339.11,1053270.41,0
882819.0,60,2810044.75,2225631.56,0
520040.3,6,1399429.82,330215.85,1
776906.09,48,1646915.39,9191.02,0
566523.31,60,2712155.02,1665517.14,1
557176.85,12,1452158.33,207293.45,0
123594.54,24,531755.64,22314.52,0
134876.28,12,540006.13,399176.39,0
534238.28,48,2280242.02,1444416.26,0
276172.93,36,204749.87,16816.48,1
30826.53,6,113497.05,70541.61,0
725610.81,6,3368884.88,2274670.26,0
42161.73,24,87989.03,63725.29,1
599324.07,60,2213599.87,962816.89,0
543801.86,60,402379.43,226430.84,0
969126.54,60,2375081.01,1448304.03,1
489371.01,6,2002818.54,1103375.06,1
72965.42,36,308254.74,159511.62,0
556171.09,60,2452246.13,1074200.05,0
842685.21,12,2186844.13,838340.61,1
996880.79,60,3873502.99,3086794.59,0
436039.74,36,1118392.44,302020.34,0
327095.76,24,1336723.06,94392.72,0
907586.76,24,2832040.83,1733292.74,0
199329.71,6,715873.78,122457.01,0
619274.63,36,1830228.97,779960.66,0
411657.28,12,850871.0,65211.79,0
50671.54,36,107580.92,53298.5,0
353815.59,12,626781.2,473348.87,0
272576.24,12,998516.1,577305.83,0
689230.24,36,3081020.72,528788.88,0
949302.59,48,1493185.47,1160071.37,1
275366.72,36,476890.62,117157.5,1
813351.28,12,2522311.69,2078394.87,1
64806.22,60,264540.45,105417.68,0
542739.8,24,1113689.45,882682.41,1
79844.56,24,195681.42,10784.61,0
934692.66,6,2161029.72,1204520.44,0
768687.77,24,2226641.92,2552295.95,0
661370.41,48,1512881.75,1230136.39,1
825657.42,12,2257426.13,1688611.92,0
651044.6,36,2636664.94,1244207.0,0
969254.95,36,3526665.51,2125924.77,1
